2015-16 State, District, and School Level Summary Data																																																																																	
Percentages greater than 95 are displayed as >95 and percentages less than 5 are displayed as <5.																																																																																	
* or (Insufficient) or a blank cell indicates a school does not have tested grades/sufficient data for reporting.																																																																																	
College/Career Ready (CCR) - Level 4 & 5 /Grade Level Proficient (GLP) - Level 3 & Above																																																																																	
																																																																																	
Note: Filter applied to all column headers.  For sorting or filtering, click on the down arrow.																																																																																	
District Name	School Code	School Name	SBE District	Grade Span	Title I School	SPG Grade	SPG Score	Reading SPG Grade	Reading SPG Score	Math SPG Grade	Math SPG Score	EVAAS Growth Status	EVAAS Growth Index	Participation Denominator	Percent Participation	Graduation Project	Summer Program	ACT Denominator	ACT Percent	ACT WorkKeys Denominator	ACT WorkKeys Percent	Passing      Math III Denominator	Passing Math III Percent	4-Year Cohort Graduation Rate Denominator	4-Year Cohort Graduation Rate Percent	5-Year Cohort Graduation Rate Denominator	5-Year Cohort Graduation Rate Percent	Performance Composite Denominator	Performance Composite Percent College/Career Ready	Performance Composite Percent Grade Level Proficient	Math I Denominator	Math I Percent College/Career Ready	Math I Percent Grade Level Proficient	Biology Denominator	Biology Percent College/Career Ready	Biology Percent Grade Level Proficient	English II Denominator	English II Percent College/Career Ready	English II Percent Grade Level Proficient	Grade 3 Math Denominator	Grade 3 Math Percent College/Career Ready	Grade 3 Math Percent Grade Level Proficient	Grade 4 Math Denominator	Grade 4 Math Percent College/Career Ready	Grade 4 Math Percent Grade Level Proficient	Grade 5 Math Denominator	Grade 5 Math Percent College/Career Ready	Grade 5 Math Percent Grade Level Proficient	Grade 6 Math Denominator	Grade 6 Math Percent College/Career Ready	Grade 6 Math Percent Grade Level Proficient	Grade 7 Math Denominator	Grade 7 Math Percent College/Career Ready	Grade 7 Math Percent Grade Level Proficient	Grade 8 Math Denominator	Grade 8 Math Percent College/Career Ready	Grade 8 Math Percent Grade Level Proficient	Grade 3 Reading Denominator	Grade 3 Reading Percent College/Career Ready	Grade 3 Reading Percent Grade Level Proficient	Grade 4 Reading Denominator	Grade 4 Reading Percent College/Career Ready	Grade 4 Reading Percent Grade Level Proficient	Grade 5 Reading Denominator	Grade 5 Reading Percent College/Career Ready	Grade 5 Reading Percent Grade Level Proficient	Grade 6 Reading Denominator	Grade 6 Reading Percent College/Career Ready	Grade 6 Reading Percent Grade Level Proficient	Grade 7 Reading Denominator	Grade 7 Reading Percent College/Career Ready	Grade 7 Reading Percent Grade Level Proficient	Grade 8 Reading Denominator	Grade 8 Reading Percent College/Career Ready	Grade 8 Reading Percent Grade Level Proficient	Grade 5 Science Denominator	Grade 5 Science Percent College/Career Ready	Grade 5 Science Percent Grade Level Proficient	Grade 8 Science Denominator	Grade 8 Science Percent College/Career Ready	Grade 8 Science Percent Grade Level Proficient
Gaston County Schools	360364	Cherryville Elementary	Southwest Region	PK-03	Y	C	63	C	62	C	61	Met	-0.45	6	100.0													200	49.5	59.5										100	50.0	61.0																100	49.0	58.0																					
Gaston County Schools	360372	Warlick Academy	Southwest Region	06-12	Y	N/A		N/A		N/A		NotMet	-3.18	6	100.0	N				<10	*	15	93.3	29	51.7	25	24.0	179	8.9	14.0	26	<5	7.7	12	8.3	16.7	17	<5	<5										14	<5	<5	18	<5	<5	20	5.0	15.0										14	7.1	7.1	18	27.8	38.9	20	10.0	15.0				20	25.0	35.0
Gaston County Schools	360376	Costner Elementary	Southwest Region	PK-05	Y	C	56	C	56	C	55	NotMet	-4.39	11	100.0													672	43.9	55.7										96	44.8	65.6	96	32.3	39.6	96	51.0	59.4										96	47.9	60.4	96	36.5	43.8	96	37.5	50.0										96	57.3	70.8			
Gaston County Schools	360378	Stuart W Cramer High	Southwest Region	09-12	Y	B	78					Exceeded	7.03	34	97.1	N	Y	259	59.8	115	80.9	223	>95	230	>95			755	52.5	62.3	251	43.0	56.6	249	61.4	69.9	255	52.9	60.4																																										
Gaston County Schools	360380	Cramerton Middle	Southwest Region	06-08	Y	C	67	C	69	C	67	NotMet	-2.51	24	100.0													2079	58.8	67.2	117	87.2	>95																260	66.2	75.4	268	60.1	66.8	302	42.1	48.7										260	68.5	75.8	268	54.1	64.9	302	50.3	59.9				302	61.3	68.9
Gaston County Schools	360390	East Gaston High	Southwest Region	09-12	Y	B	72					Exceeded	3.65	22	100.0	N	Y	199	51.8	79	77.2	222	>95	250	86.4	384	90.4	734	44.8	56.5	241	30.7	46.1	254	59.8	66.5	239	43.1	56.5																																										
Gaston County Schools	360392	Edward D Sadler Jr Elementary School	Southwest Region	PK-05	Y	F	39	D	44	F	34	NotMet	-2.83	17	100.0													536	23.7	32.3										86	17.4	29.1	86	23.3	26.7	64	20.3	28.1										86	23.3	31.4	86	26.7	38.4	64	20.3	32.8										64	35.9	40.6			
Gaston County Schools	360394	Webb Street School	Southwest Region	PK-12	Y	N/A		N/A		N/A				8	100.0	N												174	6.3	24.7	15	6.7	33.3	15	13.3	33.3	15	20.0	40.0	<10	*	*	<10	*	*	11	<5	27.3	<10	*	*	14	<5	14.3	10	<5	10.0	<10	*	*	<10	*	*	11	<5	36.4	<10	*	*	14	7.1	14.3	10	<5	30.0	11	9.1	36.4	10	<5	20.0
Gaston County Schools	360396	Forestview High	Southwest Region	09-12	Y	B	74					Exceeded	2.24	35	100.0	N	Y	256	60.5	96	72.9	270	>95	281	>95	288	94.8	913	47.0	58.4	352	33.8	50.0	270	60.4	67.8	291	50.5	59.8																																										
Gaston County Schools	360400	Gardner Park Elementary	Southwest Region	PK-05	Y	C	57	C	57	D	54	Met	-0.05	18	100.0													772	39.9	51.6										124	36.3	51.6	109	37.6	40.4	102	45.1	48.0										124	41.9	53.2	109	31.2	46.8	102	35.3	53.9										102	52.9	67.6			
Gaston County Schools	360408	W P Grier Middle School	Southwest Region	06-08	Y	C	55	D	51	D	52	Exceeded	6.07	23	100.0		Y											1579	35.4	45.0	51	86.3	94.1																223	36.3	45.3	211	35.1	42.2	220	26.4	34.5										223	35.4	42.2	211	32.2	45.0	220	28.6	39.5				220	41.8	54.5
Gaston County Schools	360416	Hawks Nest Intermediate	Southwest Region	04-05	Y	C	55	C	59	D	49	NotMet	-2.3	13	100.0													424	43.4	51.7													103	43.7	46.6	73	38.4	41.1													103	47.6	59.2	72	36.1	51.4										73	49.3	58.9			
Gaston County Schools	360418	Highland Sch of Technology	Southwest Region	09-12	Y	A+NG	98					Exceeded	11.43	24	100.0	N	Y	132	87.9	129	>95	129	>95	129	>95	132	>95	418	94.3	>95	134	94.0	>95	142	92.3	>95	142	>95	>95																																										
Gaston County Schools	360426	Holbrook Middle	Southwest Region	06-08	Y	C	59	C	56	D	53	Exceeded	4.35	27	100.0		Y											1750	42.0	51.7	75	81.3	>95																219	39.7	45.7	222	40.1	47.7	265	31.7	39.6										219	41.6	54.3	222	37.8	48.6	265	35.8	44.2				263	54.8	66.9
Gaston County Schools	360428	Hunter Huss High	Southwest Region	09-12	Y	D	52					NotMet	-2.98	34	88.2	N	Y	215	32.1	94	40.4	227	92.5	272	81.3	283	84.1	855	21.3	32.0	295	19.0	33.2	275	19.6	28.7	285	25.3	34.0																																										
Gaston County Schools	360430	J B Page Primary School	Southwest Region	PK-01	Y	I																																																																											
Gaston County Schools	360431	John Chavis Middle School	Southwest Region	06-08	Y	C	58	C	59	C	56	Met	-0.55	17	100.0		Y											1001	43.6	53.3	41	65.9	92.7																129	51.9	58.9	147	43.5	49.7	136	31.6	38.2										129	41.1	48.1	147	48.3	59.9	136	34.6	48.5				136	47.1	58.1
Gaston County Schools	360432	Kiser Elementary	Southwest Region	03-05	Y	C	59	C	62	C	57	Met	-1.82	13	100.0													1025	42.8	55.7										137	38.7	59.9	153	45.1	51.6	148	43.2	50.0										137	41.6	55.5	153	42.5	62.7	149	43.6	53.0										148	44.6	57.4			
Gaston County Schools	360436	Bessemer City Middle	Southwest Region	06-08	Y	D	49	D	47	F	37	Exceeded	5.94	17	100.0		Y											1251	31.2	38.4	31	67.7	>95																162	18.5	22.8	172	20.3	26.2	184	17.4	21.7										162	29.6	34.6	172	29.7	35.5	184	26.1	42.9				184	67.9	71.7
Gaston County Schools	360438	Lingerfeldt Elementary	Southwest Region	PK-05	Y	D	48	D	44	D	47	Exceeded	4.32	15	100.0													468	27.4	37.2										71	29.6	42.3	64	23.4	29.7	66	31.8	36.4										71	25.4	35.2	64	26.6	39.1	66	18.2	25.8										66	36.4	51.5			
Gaston County Schools	360440	Lowell Elementary	Southwest Region	0K-05	Y	C	69	C	63	B	71	Exceeded	2.5	17	100.0													571	53.6	65.1										86	53.5	68.6	99	61.6	68.7	67	52.2	59.7										86	52.3	64.0	99	41.4	57.6	67	38.8	53.7										67	77.6	85.1			
Gaston County Schools	360448	McAdenville Elementary	Southwest Region	0K-05	Y	C	62	C	62	C	59	Met	0.65	6	100.0													166	47.6	57.2										20	50.0	65.0	27	33.3	37.0	24	58.3	62.5										20	60.0	70.0	27	37.0	55.6	24	37.5	50.0										24	62.5	66.7			
Gaston County Schools	360456	Mount Holly Middle	Southwest Region	06-08	Y	C	66	C	64	C	58	Exceeded	8.25	25	100.0													1849	50.8	58.7	72	>95	>95																242	40.1	47.9	270	35.6	43.3	251	55.4	60.2										242	52.9	57.9	270	41.9	53.3	251	49.4	60.6				251	68.1	77.3
Gaston County Schools	360460	Forest Heights Elementary	Southwest Region	PK-05	Y	D	53	D	47	D	51	Exceeded	2.99	13	100.0													481	34.5	44.5										75	18.7	30.7	62	40.3	43.5	69	43.5	55.1										75	21.3	32.0	62	35.5	41.9	69	27.5	39.1										69	58.0	71.0			
Gaston County Schools	360464	New Hope Elementary	Southwest Region	0K-05	Y	C	67	C	67	B	70	NotMet	-4.29	13	100.0													655	59.8	69.3										86	61.6	74.4	85	58.8	63.5	104	62.5	68.3										86	60.5	75.6	85	61.2	70.6	105	50.5	61.9										104	64.4	72.1			
Gaston County Schools	360468	North Belmont Elementary	Southwest Region	PK-05	Y	C	55	D	52	D	54	Met	1.26	13	100.0													438	37.0	47.9										70	31.4	50.0	65	35.4	43.1	56	42.9	48.2										70	35.7	45.7	65	32.3	49.2	56	28.6	39.3										56	55.4	60.7			
Gaston County Schools	360470	North Gaston High	Southwest Region	09-12	Y	C	63					Met	1.02	31	93.5	N	Y	217	51.2	82	69.5	216	>95	264	83.7	272	83.8	966	32.0	43.6	320	28.1	41.6	331	34.4	46.5	315	33.3	42.5																																										
Gaston County Schools	360478	Pinewood Elementary	Southwest Region	PK-05	Y	C	60	C	59	C	62	NotMet	-2.5	15	100.0													645	48.2	57.7										92	52.2	67.4	103	48.5	59.2	85	43.5	45.9										92	57.6	65.2	103	45.6	58.3	85	35.3	48.2										85	54.1	57.6			
Gaston County Schools	360480	Pleasant Ridge Elementary	Southwest Region	PK-05	Y	D	41	D	41	D	41	Met	0.28	14	100.0													455	23.5	31.4										66	22.7	33.3	70	31.4	35.7	61	19.7	21.3										66	16.7	27.3	70	21.4	34.3	61	24.6	29.5										61	27.9	37.7			
Gaston County Schools	360482	Ida Rankin Elementary School	Southwest Region	PK-05	Y	C	65	C	62	C	64	Met	0.53	15	100.0													744	50.7	60.3										116	50.0	57.8	103	47.6	51.5	102	60.8	65.7										116	44.8	54.3	103	43.7	56.3	102	44.1	63.7										102	64.7	74.5			
Gaston County Schools	360488	Robinson Elementary	Southwest Region	PK-03	Y	C	62	C	62	C	59	Met	-1.27	6	100.0													188	49.5	59.0										94	51.1	58.5																94	47.9	59.6																					
Gaston County Schools	360490	Sherwood Elementary	Southwest Region	PK-05	Y	C	56	C	55	D	53	Met	0.9	16	100.0													774	38.6	49.6										127	45.7	64.6	114	30.7	36.8	97	33.0	38.1										128	37.5	49.2	114	42.1	52.6	97	32.0	40.2										97	48.5	62.9			
Gaston County Schools	360492	H H Beam Elementary	Southwest Region	PK-05	Y	C	55	D	48	C	55	Exceeded	6.08	17	100.0													663	35.7	45.7										95	43.2	54.7	97	26.8	38.1	93	39.8	47.3										95	32.6	44.2	97	21.6	29.9	93	26.9	38.7										93	60.2	67.7			
Gaston County Schools	360494	South Point High	Southwest Region	09-12	Y	B	79					Exceeded	3.55	25	100.0	N	Y	229	65.5	105	77.1	243	>95	255	94.9	304	>95	820	53.8	66.8	265	38.5	54.3	272	62.5	73.5	283	59.7	72.1																																										
Gaston County Schools	360498	Southwest Middle	Southwest Region	06-08	Y	D	48	D	49	F	38	Met	-0.49	25	100.0		Y											1869	32.3	40.3	55	70.9	90.9																246	30.5	35.4	250	25.2	27.2	275	17.1	23.3										246	35.4	41.9	250	31.2	39.6	275	27.6	40.0				272	51.1	63.2
Gaston County Schools	360499	Springfield Primary	Southwest Region	PK-02	Y	I																																																																											
Gaston County Schools	360500	Stanley Middle	Southwest Region	06-08	Y	C	63	C	62	D	53	Exceeded	4.06	17	100.0													1154	44.3	56.0	41	>95	>95																158	31.0	39.9	154	35.7	42.9	163	36.2	48.5										158	45.6	53.8	154	35.7	57.1	163	44.8	61.3				163	66.9	76.1
Gaston County Schools	360504	Tryon Elementary	Southwest Region	PK-05	Y	C	59	C	57	C	55	Met	1.28	8	100.0													362	43.1	52.8										54	44.4	53.7	61	41.0	44.3	44	43.2	47.7										54	38.9	53.7	61	42.6	54.1	44	34.1	43.2										44	59.1	75.0			
Gaston County Schools	360510	W A Bess Elementary School	Southwest Region	PK-05	Y	B	74	B	70	B	73	Met	1.48	13	100.0													690	62.8	71.2										78	66.7	74.4	114	52.6	61.4	102	73.5	77.5										78	61.5	70.5	114	57.9	70.2	102	51.0	61.8										102	78.4	84.3			
Gaston County Schools	360514	W C Friday Middle School	Southwest Region	06-08	Y	C	59	C	57	D	54	Exceeded	7.34	22	100.0		Y											1622	40.6	50.2	54	87.0	>95																207	43.0	46.4	237	35.0	45.6	227	30.0	38.8										207	39.1	46.4	237	43.9	55.7	227	30.4	44.9				226	52.2	61.5
Gaston County Schools	360520	Woodhill Elementary	Southwest Region	PK-05	Y	D	45	D	42	D	48	Met	-0.58	15	100.0													610	25.9	36.4										97	27.8	40.2	76	34.2	38.2	88	31.8	37.5										97	23.7	38.1	76	19.7	34.2	88	19.3	28.4										88	25.0	37.5			
Gaston County Schools	360526	York Chester Middle	Southwest Region	06-08	Y	F	36	D	40	F	29	NotMet	-2.98	15	100.0		Y											936	20.6	28.8	23	30.4	60.9																112	17.9	23.2	135	16.3	20.0	140	12.9	15.7										112	19.6	30.4	135	15.6	27.4	140	22.1	28.6				139	37.4	50.4
Gates County Schools	370	Gates County Schools	Northeast Region											43	100.0			110	49.1	69	85.5	137	>95	155	87.1	145	89.7	2247	47.8	57.9	179	40.8	55.3	139	52.5	59.7	123	48.8	61.0	117	67.5	82.9	135	51.1	59.3	132	51.5	56.8	110	36.4	40.0	123	40.7	46.3	147	32.0	35.4	117	43.6	53.0	135	42.2	60.0	132	43.2	55.3	110	39.1	48.2	123	54.5	74.8	147	37.4	47.6	132	64.4	74.2	146	67.8	75.3
Gates County Schools	370304	Buckland Elementary	Northeast Region	0K-05	Y	C	68	C	61	B	72	Met	1.51	9	100.0													294	54.4	64.3										36	63.9	80.6	48	64.6	68.8	42	52.4	57.1										36	47.2	52.8	48	43.8	60.4	42	40.5	54.8										42	69.0	76.2			
Gates County Schools	370308	Central Middle School	Northeast Region	06-08	Y	C	56	C	60	D	47	NotMet	-2.68	16	100.0													926	45.2	53.6	20	90.0	90.0																110	36.4	40.0	123	40.7	46.3	147	32.0	35.4										110	39.1	48.2	123	54.5	74.8	147	37.4	47.6				146	67.8	75.3
Gates County Schools	370312	Gates County Senior High	Northeast Region	09-12	Y	B	74					Exceeded	4.71	24	100.0	N		110	49.1	69	85.5	137	>95	155	87.1	145	89.7	421	44.7	56.8	159	34.6	50.9	139	52.5	59.7	123	48.8	61.0																																										
Gates County Schools	370316	Gatesville Elementary	Northeast Region	PK-05	Y	C	68	C	64	C	69	Met	1.3	9	100.0													328	53.4	64.6										48	66.7	85.4	41	48.8	61.0	50	50.0	56.0										48	35.4	47.9	41	48.8	61.0	50	58.0	66.0										50	64.0	74.0			
Gates County Schools	370324	T S Cooper Elementary	Northeast Region	0K-05	Y	C	64	C	60	C	65	Met	1.49	9	100.0													278	47.1	59.4										33	72.7	81.8	46	39.1	47.8	40	52.5	57.5										33	51.5	60.6	46	34.8	58.7	40	27.5	42.5										40	60.0	72.5			
Graham County Schools	380	Graham County Schools	Western Region											34	97.1			97	69.1	28	53.6	69	>95	86	86.0	86	88.4	1541	47.5	60.4	102	46.1	58.8	93	41.9	55.9	100	49.0	61.0	88	55.7	75.0	84	39.3	54.8	88	37.5	47.7	86	39.5	60.5	86	30.2	36.0	98	39.8	44.9	88	52.3	63.6	84	46.4	60.7	88	47.7	63.6	86	53.5	66.3	86	52.3	65.1	98	41.8	54.1	88	79.5	86.4	98	55.1	72.4
Graham County Schools	380306	Robbinsville Elementary	Western Region	PK-06	Y	C	64	C	67	C	58	NotMet	-3.56	13	100.0		Y											780	50.3	64.4										88	55.7	75.0	84	39.3	54.8	88	37.5	47.7	86	39.5	60.5							88	52.3	63.6	84	46.4	60.7	88	47.7	63.6	86	53.5	66.3							88	79.5	86.4			
Graham County Schools	380308	Robbinsville High	Western Region	PK-12	Y	B	72					Exceeded	2.2	18	94.4	Y		97	69.1	28	53.6	69	>95	86	86.0	86	88.4	272	42.3	55.9	79	34.2	49.4	93	41.9	55.9	100	49.0	61.0																																										
Graham County Schools	380310	Robbinsville Middle	Western Region	07-08	Y	C	59	C	62	D	48	NotMet	-2.35	9	100.0		Y											489	46.0	56.4	23	87.0	91.3																			86	30.2	36.0	98	39.8	44.9													86	52.3	65.1	98	41.8	54.1				98	55.1	72.4
Granville County Schools	390	Granville County Schools	North Central Region											69	98.6			619	51.1	204	75.0	593	>95	665	83.2	642	87.1	10289	37.6	49.8	707	32.5	47.5	608	41.0	49.3	654	39.3	48.9	629	38.8	58.5	622	39.7	47.6	586	43.5	54.1	546	29.3	39.2	585	30.6	38.8	600	25.2	31.8	629	30.5	41.3	622	37.3	54.3	586	36.2	51.7	545	37.2	50.3	585	41.7	56.2	600	32.0	45.5	585	49.6	65.3	600	55.0	66.8
Granville County Schools	390309	Butner-Stem Middle	North Central Region	06-08	Y	D	49	C	55	F	39	Met	1.53	22	100.0		Y											976	30.0	40.6	<10	*	*																122	22.1	36.9	143	20.3	27.3	147	14.3	21.1										122	37.7	52.5	143	42.7	55.2	147	27.2	35.4				147	44.2	55.8
Granville County Schools	390311	Butner-Stem Elementary	North Central Region	PK-05	Y	D	54	D	50	C	59	Met	-1.7	14	100.0		Y											575	34.6	49.6										95	29.5	52.6	82	46.3	56.1	73	43.8	52.1				<10	*	*				95	16.8	30.5	82	36.6	57.3	73	37.0	50.7				<10	*	*				73	38.4	52.1			
Granville County Schools	390312	C. G. Credle Elementary	North Central Region	PK-05	Y	C	56	D	50	C	59	Exceeded	5.41	13	100.0		Y											586	32.4	47.3										81	48.1	67.9	78	25.6	41.0	87	33.3	44.8	<10	*	*				<10	*	*	81	34.6	40.7	78	23.1	47.4	87	23.0	35.6	<10	*	*				<10	*	*	87	41.4	57.5	<10	*	*
Granville County Schools	390314	Center For Innovative Learning	North Central Region	0K-12	Y	N/A		N/A		N/A						N																																																																	
Granville County Schools	390316	Creedmoor Elementary	North Central Region	PK-05	Y	D	49	D	49	D	46	Met	1.52	14	100.0		Y											498	26.9	40.2										67	22.4	38.8	80	23.8	27.5	68	30.9	42.6										67	25.4	34.3	80	30.0	41.3	68	25.0	47.1										68	30.9	51.5			
Granville County Schools	390320	G. C. Hawley Middle	North Central Region	06-08	Y	C	66	C	69	D	54	Exceeded	3.96	19	100.0		Y											1328	46.8	60.0	25	64.0	76.0																166	44.6	56.6	202	33.2	43.6	189	29.6	39.2										166	50.0	65.1	202	50.0	65.8	189	43.4	64.6				189	75.1	84.1
Granville County Schools	390322	Granville Central High	North Central Region	09-12	Y	C	68					Exceeded	8.37	25	100.0	N	Y	126	52.4	67	80.6	124	>95	138	80.4	157	86.6	421	30.4	43.0	156	21.8	38.5	133	37.6	45.9	132	33.3	45.5																																										
Granville County Schools	390323	Granville Early College High	North Central Region	09-13	Y	A	88					Exceeded	7.47	10	100.0	N		35	82.9	<10	*	44	>95	44	90.9	43	>95	158	74.7	82.3	54	57.4	70.4	55	87.3	92.7	49	79.6	83.7																																										
Granville County Schools	390324	J. F. Webb High	North Central Region	09-12	Y	C	55					Met	-1.67	23	100.0	N	Y	134	29.1	40	67.5	137	>95	164	78.7	132	81.8	427	18.3	31.6	169	12.4	28.4	112	17.9	29.5	146	25.3	37.0																																										
Granville County Schools	390328	Granville Magnet School	North Central Region	06-11	Y	D	40	F	30	F	23	Exceeded	3.22	9	100.0	N	Y	38	78.9									240	12.5	20.4	<10	*	*	<10	*	*	18	27.8	44.4										22	<5	9.1	27	<5	<5	38	5.3	5.3										22	<5	22.7	27	7.4	11.1	38	15.8	18.4				38	36.8	55.3
Granville County Schools	390331	Mary Potter Middle	North Central Region	06-08	Y	C	58	D	54	C	56	Met	1.5	16	100.0		Y											764	42.4	52.0	13	92.3	92.3																109	32.1	39.4	100	60.0	69.0	111	36.0	40.5										109	32.1	40.4	100	46.0	63.0	111	29.7	40.5				111	56.8	68.5
Granville County Schools	390333	Mount Energy Elementary	North Central Region	PK-05	Y	C	65	C	60	C	66	Met	-0.42	15	100.0		Y											462	48.9	62.1										70	34.3	50.0	53	71.7	75.5	72	51.4	63.9										70	31.4	41.4	53	49.1	66.0	72	45.8	63.9										72	63.9	77.8			
Granville County Schools	390334	Northern Granville Middle	North Central Region	06-08	Y	D	50	D	52	D	41	Exceeded	3.82	18	100.0		Y											822	29.7	40.0	16	>95	>95				<10	*	*										120	20.0	25.0	112	20.5	26.8	114	28.1	34.2										119	31.9	44.5	112	30.4	45.5	114	27.2	41.2				114	40.4	55.3
Granville County Schools	390336	Joe Toler-Oak Hill Elementary	North Central Region	PK-05	Y	C	58	D	54	C	55	Exceeded	3.02	9	100.0		Y											292	36.3	50.3										46	34.8	58.7	42	42.9	47.6	38	26.3	36.8	<10	*	*							46	26.1	39.1	42	40.5	54.8	38	28.9	47.4	<10	*	*							38	57.9	71.1			
Granville County Schools	390360	Stovall-Shaw Elementary	North Central Region	PK-05	Y	C	56	C	55	D	54	NotMet	-2.46	12	100.0		Y											378	39.7	53.4										47	38.3	59.6	60	33.3	41.7	54	51.9	57.4	<10	*	*							47	19.1	36.2	60	36.7	53.3	54	40.7	57.4	<10	*	*							54	57.4	70.4			
Granville County Schools	390362	Tar River Elementary	North Central Region	PK-05	Y	C	69	C	68	B	70	NotMet	-6.88	12	100.0		Y											566	60.4	72.4										80	72.5	86.3	85	56.5	65.9	78	61.5	70.5	<10	*	*							80	60.0	68.8	85	48.2	65.9	78	56.4	70.5	<10	*	*							78	70.5	82.1			
Granville County Schools	390364	West Oxford Elementary	North Central Region	PK-05	Y	D	49	D	44	D	49	Exceeded	2.95	13	100.0		Y											583	24.4	38.8										87	20.7	42.5	92	25.0	31.5	74	29.7	43.2	<10	*	*							87	17.2	24.1	92	30.4	46.7	74	20.3	33.8	<10	*	*							73	28.8	53.4			
Granville County Schools	390368	Wilton Elementary	North Central Region	PK-05	Y	B	70	C	65	B	72	Met	0.05	11	100.0		Y											338	54.1	68.0										56	50.0	73.2	50	46.0	52.0	42	66.7	78.6										56	44.6	62.5	50	52.0	64.0	42	54.8	66.7										42	71.4	83.3			
Granville County Schools	390700	JF Webb HS Of Health And Life Sciences	North Central Region	09-12	Y	B	79					Met	1.3	13	100.0	N	Y	81	79.0	21	90.5	70	>95	70	>95	73	>95	209	54.1	63.2	67	47.8	59.7	70	55.7	62.9	72	58.3	66.7																																										
Granville County Schools	390704	S Granville HS Of Health Life Sciences	North Central Region	09-12	Y	B	70					Exceeded	3.48	20	95.0	N	Y	102	54.9	32	71.9	93	>95	101	91.1	122	91.8	350	41.4	51.7	113	35.4	54.9	115	44.3	50.4	122	44.3	50.0																																										
Granville County Schools	390705	S Granville HS of Integ Tech & Lead	North Central Region	09-12	Y	C	63					Met	-0.8	24	95.8	N	Y	103	31.1	37	67.6	125	>95	131	85.5	96	92.7	316	32.0	43.7	87	27.6	42.5	115	35.7	46.1	114	31.6	42.1																																										
Greene County Schools	400	Greene County Schools	Southeast Region											57	98.2			221	36.7	128	56.3	253	90.1	267	93.3	237	86.9	4008	28.2	37.9	272	26.1	40.4	260	25.4	34.6	250	35.6	46.4	255	35.3	52.2	237	29.5	35.0	226	38.5	45.1	220	13.2	20.0	238	17.2	24.4	216	8.3	14.4	255	31.8	43.9	237	24.9	32.5	226	23.9	33.2	220	26.4	34.5	238	23.1	34.0	216	26.9	36.6	226	44.7	56.2	216	47.7	58.3
Greene County Schools	400308	Greene Central High	Southeast Region	09-12	Y	C	56					NotMet	-2.39	34	100.0	N	Y	188	30.3	128	56.3	222	88.7	239	92.5	215	85.6	656	22.7	33.5	208	16.3	29.3	229	21.0	29.7	219	30.6	41.6																																										
Greene County Schools	400312	Greene County Middle	Southeast Region	06-08	Y	F	36	D	41	F	26	NotMet	-10.59	21	100.0		Y											1590	23.7	32.6	26	57.7	88.5																220	13.2	20.0	238	17.2	24.4	216	8.3	14.4										220	26.4	34.5	238	23.1	34.0	216	26.9	36.6				216	47.7	58.3
Greene County Schools	400315	Greene Early College High	Southeast Region	09-13	Y	B	83					Exceeded	2.94	8	100.0	N		33	72.7			31	>95	28	>95	22	>95	100	62.0	73.0	38	57.9	68.4	31	58.1	71.0	31	71.0	80.6																																										
Greene County Schools	400318	Greene County Intermediate	Southeast Region	04-05	Y	D	51	D	43	D	51	Exceeded	5.38	22	100.0		Y											1152	32.2	40.3													237	29.5	35.0	226	38.5	45.1													237	24.9	32.5	226	23.9	33.2										226	44.7	56.2			
Greene County Schools	400321	Snow Hill Primary	Southeast Region	PK-01	Y	I																																																																											
Greene County Schools	400332	West Greene Elementary	Southeast Region	02-03	Y	C	55	D	52	D	52	Met	1.35	12	100.0		Y											510	33.5	48.0										255	35.3	52.2																255	31.8	43.9																					
Guilford County Schools	410	Guilford County Schools	Piedmont Triad Region											98	95.9			5245	60.9	1584	68.8	5390	>95	5948	89.4	5828	91.0	94680	46.0	54.7	7684	53.3	62.8	6351	46.3	54.1	6137	50.9	59.2	5455	47.9	60.0	5472	43.6	49.4	5433	48.2	54.8	4808	44.2	50.6	5338	39.8	46.3	5361	36.8	42.2	5451	44.0	53.9	5472	40.0	51.3	5432	38.3	48.7	4804	46.5	54.9	5340	42.7	53.0	5364	40.1	50.4	5433	56.2	66.1	5345	59.6	68.4
Guilford County Schools	410304	Alamance Elementary	Piedmont Triad Region	PK-05	Y	B	70	C	65	B	72	Met	0.11	16	100.0													678	54.9	67.0										94	53.2	70.2	80	52.5	66.3	110	65.5	71.8										94	47.9	63.8	80	48.8	60.0	110	50.0	59.1										110	62.7	75.5			
Guilford County Schools	410307	Edwin A Alderman Elementary	Piedmont Triad Region	PK-05	Y	D	53	D	51	C	55	NotMet	-2.97	15	100.0													440	37.7	49.5										74	40.5	54.1	74	51.4	59.5	48	39.6	45.8										74	39.2	45.9	74	28.4	44.6	48	25.0	37.5										48	35.4	56.3			
