"LEACODE"	"LEANAME"	"SCHOOLCODE"	"SCHOOLNAME"	"CHARTERSchool"	"GRADESPAN"	"RESIDENTCHILDREN"	"IDENTIFIEDSTUDENTS"	"MULTIPLIER"	"LOWINCOMESTUDENTS"	"Percent"	"SCHOOLSERVED"	"ELIGIBILITYMODEL"	"ELIGIBILITYJUSTIFICATION"	"PROGRAMJUSTIFICATION"	"SERVEDTASCOUNT"	"SERVEDTASGRADE"	"SERVED1STYEAR"	"YEAR"	"COMMUNITYELIGIBILITY"
820	Sampson County	820324	Sampson Early College High	N	09,10,11,12,13	241	N/A	N/A	154	63.90	N	SW						2015-2016	N
821	Clinton City	821320	Sampson Middle	N	06,07,08	762	N/A	N/A	531	69.69	Y	SW-SW					2004-2005	2015-2016	N
110	Buncombe County	110408	Sand Hill-Venable Elem	N	0K,01,02,03,04,05	738	N/A	N/A	545	73.85	Y	SW-SW					2006-2007	2015-2016	N
670	Onslow County	670341	Sand Ridge Elementary	N	0K,01,02,03,04,05	461	N/A	N/A	218	47.29	Y	SW-SW					2006-2007	2015-2016	N
920	Wake County	920552	Sanderson High	N	09,10,11,12	2000	N/A	N/A	681	34.05	N	Not Title I						2015-2016	N
630	Moore County	630324	Sandhills Farm Life Elementary	N	0K,01,02,03,04,05	663	N/A	N/A	163	24.59	N	Not Title I						2015-2016	N
470	Hoke County	470443	SandHoke Early College High	N	09,10,11,12,13	296	N/A	N/A	155	52.36	N	SW						2015-2016	N
470	Hoke County	470441	Sandy Grove Elementary	N	PK,0K,01,02,03,04,05	714	N/A	N/A	498	69.75	Y	SW-SW					2005-2006	2015-2016	N
470	Hoke County	470442	Sandy Grove Middle	N	06,07,08	539	N/A	N/A	327	60.67	Y	SW-SW					2014-2015	2015-2016	N
850	Stokes County	850348	Sandy Ridge  Elementary	N	0K,01,02,03,04,05	189	N/A	N/A	112	59.26	Y	SW-SW					2006-2007	2015-2016	N
320	Durham Public	320369	Sandy Ridge Elementary	N	PK,0K,01,02,03,04,05	596	N/A	N/A	354	59.40	Y	SW-SW					2012-2013	2015-2016	N
900	Union County	900353	Sandy Ridge Elementary	N	PK,0K,01,02,03,04,05	673	N/A	N/A	26	3.86	N	Not Title I						2015-2016	N
920	Wake County	920554	Sanford Creek Elementary	N	PK,0K,01,02,03,04,05	738	N/A	N/A	214	29.00	N	Not Title I						2015-2016	N
530	Lee County	530341	SanLee Middle School	N	06,07,08	837	N/A	N/A	621	74.19	N	SW						2015-2016	N
900	Union County	900354	Sardis Elementary	N	PK,0K,01,02,03,04,05	601	N/A	N/A	389	64.73	Y	SW-SW					2010-2011	2015-2016	N
140	Caldwell County	140384	Sawmills Elementary	N	PK,0K,01,02,03,04,05	329	161	1.6	258	78.42	Y	SW-SW					2006-2007	2015-2016	N
410	Guilford County	410533	SCALE School	N	06,07,08,09,10,11,12	83	N/A	N/A	69	83.13	N	SW						2015-2016	Y
111	Asheville City	111700	School of Inquiry and Life Sciences	N	09,10,11,12	297	N/A	N/A	64	21.55	N	Not Title I						2015-2016	N
960	Wayne County	960376	School Street Elementary	N	PK,0K,01,02,03,04	223	198	1.6	223	100.00	Y	SW-SW					2006-2007	2015-2016	Y
830	Scotland County	830348	Scotland Early College High	N	09,10,11,12,13	199	N/A	N/A	54	27.14	N	Not Title I						2015-2016	Y
830	Scotland County	830343	Scotland High School	N	09,10,11,12	1574	N/A	N/A	733	46.57	N	SW						2015-2016	Y
500	Jackson County	500332	Scotts Creek Elementary	N	0K,01,02,03,04,05,06,07,08	492	N/A	N/A	322	65.45	Y	SW-SW					2006-2007	2015-2016	N
490	Iredell County	490348	Scotts Elementary	N	PK,0K,01,02,03,04,05	403	N/A	N/A	285	70.72	Y	SW-SW					2006-2007	2015-2016	N
920	Wake County	920557	Scotts Ridge Elementary	N	PK,0K,01,02,03,04,05	682	N/A	N/A	51	7.48	N	Not Title I						2015-2016	N
681	Chapel Hill-Carrboro	681330	Scroggs Elementary	N	PK,0K,01,02,03,04,05	633	N/A	N/A	159	25.12	Y	TAS-TAS	125% Rule		44	0K,01,02,03,04,05	2013-2014	2015-2016	N
470	Hoke County	470328	Scurlock Elementary	N	PK,0K,01,02,03,04,05	613	613	1.6	613	100.00	Y	SW-SW					2002-2003	2015-2016	Y
760	Randolph County	760356	Seagrove Elementary	N	0K,01,02,03,04,05	483	N/A	N/A	318	65.84	Y	SW-SW					2006-2007	2015-2016	N
681	Chapel Hill-Carrboro	681310	Seawell Elementary	N	PK,0K,01,02,03,04,05	627	N/A	N/A	158	25.20	Y	TAS-TAS	125% Rule		30	0K,01,02,03,04,05	2015-2016	2015-2016	N
410	Guilford County	410535	Sedalia Elementary	N	PK,0K,01,02,03,04,05	458	N/A	N/A	174	37.99	N	TAS						2015-2016	N
340	Forsyth County	340508	Sedge Garden Elementary	N	PK,0K,01,02,03,04,05	712	207	1.6	331	46.49	N	SW						2015-2016	N
410	Guilford County	410538	Sedgefield Elementary	N	PK,0K,01,02,03,04,05	596	N/A	N/A	390	65.44	Y	SW-SW					2006-2007	2015-2016	Y
600	Mecklenburg County	600519	Sedgefield Elementary	N	PK,0K,01,02,03,04,05	500	N/A	N/A	346	69.20	Y	SW-SW					2006-2007	2015-2016	Y
600	Mecklenburg County	600520	Sedgefield Middle	N	06,07,08	736	N/A	N/A	448	60.87	Y	SW-SW					2004-2005	2015-2016	Y
510	Johnston County	510388	Selma Elementary	N	PK,0K,01,02,03,04	914	N/A	N/A	863	94.42	Y	SW-SW					2004-2005	2015-2016	N
510	Johnston County	510390	Selma Middle School	N	05,06,07,08	565	N/A	N/A	535	94.69	Y	SW-SW					2012-2013	2015-2016	N
600	Mecklenburg County	600522	Selwyn Elementary	N	0K,01,02,03,04,05	852	N/A	N/A	119	13.97	N	Not Title I						2015-2016	N
260	Cumberland County	260418	Seventy-First Classical Middle	N	06,07,08	499	N/A	N/A	236	47.29	N	SW						2015-2016	N
260	Cumberland County	260424	Seventy-First High	N	09,10,11,12	1641	N/A	N/A	1034	63.01	N	SW						2015-2016	N
132	Kannapolis City	132332	Shady Brook Elementary	N	0K,01,02,03,04	408	N/A	N/A	308	75.49	Y	SW-SW					2006-2007	2015-2016	N
300	Davie County	300328	Shady Grove Elementary	N	0K,01,02,03,04,05	562	N/A	N/A	111	19.75	N	Not Title I						2015-2016	N
410	Guilford County	410541	Shadybrook Elementary	N	PK,0K,01,02,03,04,05	527	N/A	N/A	163	30.93	N	Not Title I						2015-2016	N
100	Brunswick County	100332	Shallotte Middle	N	06,07,08	650	N/A	N/A	412	63.38	Y	SW-SW					2009-2010	2015-2016	N
600	Mecklenburg County	600527	Shamrock Gardens Elementary	N	PK,0K,01,02,03,04,05	469	N/A	N/A	233	49.68	Y	SW-SW					2002-2003	2015-2016	Y
490	Iredell County	490356	Sharon Elementary	N	PK,0K,01,02,03,04,05	286	N/A	N/A	145	50.70	Y	SW-SW					2006-2007	2015-2016	N
600	Mecklenburg County	600530	Sharon Elementary	N	0K,01,02,03,04,05	826	N/A	N/A	90	10.90	N	Not Title I						2015-2016	N
830	Scotland County	830316	Shaw Academy	N	06,07,08,09,10,11,12	48	N/A	N/A	32	66.67	N	SW						2015-2016	Y
270	Currituck County	270310	Shawboro Elementary School	N	0K,01,02,03,04,05	539	N/A	N/A	238	44.16	Y	SW-SW					2006-2007	2015-2016	N
700	Pasquotank County	700324	Sheep-Harney Elementary	N	PK,0K,01,02,03,04,05	388	N/A	N/A	328	84.54	Y	SW-SW					2004-2005	2015-2016	N
230	Cleveland County	230361	Shelby High	N	09,10,11,12	672	N/A	N/A	415	61.76	N	SW						2015-2016	N
230	Cleveland County	230336	Shelby Intermediate	N	05,06	458	N/A	N/A	347	75.76	Y	SW-SW					2006-2007	2015-2016	N
230	Cleveland County	230362	Shelby Middle	N	07,08	484	N/A	N/A	345	71.28	N	SW						2015-2016	N
490	Iredell County	490360	Shepherd Elementary	N	PK,0K,01,02,03,04,05	488	N/A	N/A	214	43.85	Y	SW-SW					2006-2007	2015-2016	N
180	Catawba County	180368	Sherrills Ford Elementary	N	0K,01,02,03,04,05,06	518	N/A	N/A	132	25.48	N	Not Title I						2015-2016	N
360	Gaston County	360490	Sherwood Elementary	N	PK,0K,01,02,03,04,05	660	N/A	N/A	472	71.52	Y	SW-SW					2009-2010	2015-2016	N
340	Forsyth County	340512	Sherwood Forest Elementary	N	PK,0K,01,02,03,04,05	604	83	1.6	133	22.02	N	Not Title I						2015-2016	N
320	Durham Public	320366	Sherwood Githens Middle	N	06,07,08	1018	N/A	N/A	716	70.33	N	SW						2015-2016	N
260	Cumberland County	260426	Sherwood Park Elementary	N	PK,0K,01,02,03,04,05	411	247	1.6	395	96.11	Y	SW-SW					2005-2006	2015-2016	Y
900	Union County	900356	Shiloh Elementary	N	PK,0K,01,02,03,04,05	572	N/A	N/A	248	43.36	N	SW						2015-2016	N
44A	Shining Rock Classical Academy: CFA	44A000	Shining Rock Classical Academy: CFA	Y	0K,01,02,03,04,05,06	275	N/A	N/A	130	47.27	N	SW						2015-2016	N
800	Rowan County	800347	Shive Elementary	N	PK,0K,01,02,03,04,05	475	N/A	N/A	294	61.89	Y	SW-SW					2006-2007	2015-2016	N
860	Surry County	860348	Shoals Elementary	N	PK,0K,01,02,03,04,05	300	N/A	N/A	140	46.67	Y	SW-SW					2006-2007	2015-2016	N
182	Newton-Conover	182322	Shuford Elementary	N	0K,01,02,03,04,05	534	N/A	N/A	319	59.74	Y	SW-SW					2006-2007	2015-2016	N
190	Chatham County	190350	Siler City Elementary	N	PK,0K,01,02,03,04,05	688	N/A	N/A	565	82.12	Y	SW-SW					2005-2006	2015-2016	N
190	Chatham County	190352	Silk Hope School	N	PK,0K,01,02,03,04,05,06,07,08	414	N/A	N/A	172	41.55	Y	SW-SW					2015-2016	2015-2016	N
290	Davidson County	290364	Silver Valley Elementary	N	PK,0K,01,02,03,04,05	255	N/A	N/A	192	75.29	Y	SW-SW					2006-2007	2015-2016	N
670	Onslow County	670342	Silverdale Elementary	N	0K,01,02,03,04,05	435	N/A	N/A	214	49.20	Y	SW-SW					2006-2007	2015-2016	N
920	Wake County	920560	Smith Elementary	N	PK,0K,01,02,03,04,05	649	N/A	N/A	506	77.97	Y	SW-SW					2006-2007	2015-2016	N
340	Forsyth County	340514	Smith Farm Elementary	N	PK,0K,01,02,03,04,05	392	166	1.6	266	67.86	Y	SW-SW					2014-2015	2015-2016	N
681	Chapel Hill-Carrboro	681336	Smith Middle	N	06,07,08	872	N/A	N/A	193	22.13	N	Not Title I						2015-2016	N
600	Mecklenburg County	600534	Smithfield Elementary	N	PK,0K,01,02,03,04,05	678	N/A	N/A	204	30.09	N	Not Title I						2015-2016	N
510	Johnston County	510397	Smithfield Middle	N	06,07,08	744	N/A	N/A	609	81.85	Y	SW-SW					2012-2013	2015-2016	N
510	Johnston County	510399	Smithfield-Selma High	N	09,10,11,12	861	N/A	N/A	645	74.91	Y	SW-SW					2012-2013	2015-2016	N
500	Jackson County	500337	Smokey Mountain Elementary	N	0K,01,02,03,04,05,06,07,08	407	300	1.6	407	100.00	Y	SW-SW					2006-2007	2015-2016	Y
500	Jackson County	500340	Smoky Mountain High	N	09,10,11,12	811	N/A	N/A	342	42.17	N	SW						2015-2016	N
180	Catawba County	180379	Snow Creek Elementary	N	PK,0K,01,02,03,04,05,06	563	N/A	N/A	268	47.60	Y	SW-SW					2013-2014	2015-2016	N
400	Greene County	400321	Snow Hill Primary	N	PK,0K,01	459	N/A	N/A	391	85.19	Y	SW-SW					2002-2003	2015-2016	N
60J	Socrates Academy	60J000	Socrates Academy	Y	0K,01,02,03,04,05,06,07,08	680	N/A	N/A	86	12.65	Y	TAS-SW	Charter School	Always SW			2014-2015	2015-2016	N
761	Asheboro City	761308	South Asheboro Middle	N	06,07,08	665	N/A	N/A	432	64.96	Y	SW-SW					2015-2016	2015-2016	N
10B	South Brunswick Charter School	10B000	South Brunswick Charter School	Y	0K,01,02,03	73	N/A	N/A	32	43.84	N	SW						2015-2016	N
100	Brunswick County	100334	South Brunswick High	N	09,10,11,12	1099	N/A	N/A	518	47.13	N	SW						2015-2016	N
100	Brunswick County	100335	South Brunswick Middle	N	06,07,08	820	N/A	N/A	433	52.80	Y	SW-SW					2009-2010	2015-2016	N
140	Caldwell County	140386	South Caldwell High	N	09,10,11,12	1517	367	1.6	587	38.69	N	TAS						2015-2016	N
510	Johnston County	510380	South Campus Community High	N	09,10,11,12	19	N/A	N/A	9	47.37	N	SW						2015-2016	N
510	Johnston County	510381	South Campus Community Middle	N	06,07,08	12	N/A	N/A	7	58.33	N	SW						2015-2016	N
740	Pitt County	740388	South Central High	N	09,10,11,12	1585	N/A	N/A	626	39.50	N	TAS						2015-2016	N
600	Mecklenburg County	600537	South Charlotte Middle	N	06,07,08	855	N/A	N/A	81	9.47	N	Not Title I						2015-2016	N
240	Columbus County	240371	South Columbus High	N	09,10,11,12	764	322	1.6	515	67.41	N	SW						2015-2016	N
580	Martin County	580344	South Creek High	N	09,10,11,12	328	N/A	N/A	132	40.24	N	SW						2015-2016	Y
580	Martin County	580350	South Creek Middle	N	06,07,08	220	N/A	N/A	113	51.36	Y	SW-SW					2005-2006	2015-2016	Y
290	Davidson County	290365	South Davidson High	N	09,10,11,12	335	N/A	N/A	165	49.25	N	SW						2015-2016	N
290	Davidson County	290367	South Davidson Middle	N	06,07,08	340	N/A	N/A	214	62.94	Y	SW-SW					2014-2015	2015-2016	N
300	Davie County	300330	South Davie Middle	N	06,07,08	544	N/A	N/A	344	63.24	N	SW						2015-2016	Y
330	Edgecombe County	330340	South Edgecombe Middle	N	06,07,08	363	N/A	N/A	165	45.45	N	SW						2015-2016	Y
170	Caswell County	170342	South Elementary	N	PK,0K,01,02,03,04,05	311	146	1.6	234	75.24	Y	SW-SW					2005-2006	2015-2016	Y
491	Mooresville City	491320	South Elementary	N	PK,0K,01,02,03	537	N/A	N/A	318	59.22	Y	SW-SW					2006-2007	2015-2016	N
730	Person County	730356	South Elementary	N	PK,0K,01,02,03,04,05	328	224	1.6	328	100.00	Y	SW-SW					2006-2007	2015-2016	Y
790	Rockingham County	790386	South End Elementary	N	PK,0K,01,02,03,04,05	305	N/A	N/A	168	55.08	Y	SW-SW					2006-2007	2015-2016	Y
340	Forsyth County	340520	South Fork Elementary	N	PK,0K,01,02,03,04,05	579	366	1.6	579	100.00	Y	SW-SW					2006-2007	2015-2016	Y
010	Alamance-Burlington	010380	South Graham Elementary	N	PK,0K,01,02,03,04,05	628	350	1.6	560	89.17	Y	SW-SW					2005-2006	2015-2016	Y
740	Pitt County	740390	South Greenville Elementary	N	0K,01,02,03,04,05	522	423	1.6	522	100.00	Y	SW-SW					2004-2005	2015-2016	Y
430	Harnett County	430376	South Harnett Elementary	N	PK,03,04,05	478	N/A	N/A	312	65.27	Y	SW-SW					2005-2006	2015-2016	N
490	Iredell County	490362	South Iredell High	N	09,10,11,12	1456	N/A	N/A	379	26.03	N	Not Title I						2015-2016	N
510	Johnston County	510402	South Johnston High	N	09,10,11,12	881	N/A	N/A	480	54.48	N	SW						2015-2016	N
540	Lenoir County	540336	South Lenoir High	N	09,10,11,12	737	N/A	N/A	264	35.82	N	TAS						2015-2016	Y
291	Lexington City	291350	South Lexington Development Center	N	0K,01,02,03,04,05,06,07,08,09,10,11,12	33	N/A	N/A	19	57.58	N	SW						2015-2016	N
291	Lexington City	291348	South Lexington School	N	PK,0K	400	N/A	N/A	364	91.00	Y	SW-SW					2006-2007	2015-2016	N
560	Macon County	560338	South Macon Elementary	N	PK,0K,01,02,03,04	502	N/A	N/A	358	71.31	Y	SW-SW					2006-2007	2015-2016	N
010	Alamance-Burlington	010384	South Mebane Elementary	N	PK,0K,01,02,03,04,05	590	N/A	N/A	259	43.90	N	SW						2015-2016	N
600	Mecklenburg County	600535	South Mecklenburg High	N	09,10,11,12	2861	N/A	N/A	746	26.07	N	Not Title I						2015-2016	N
182	Newton-Conover	182324	South Newton Elementary	N	0K,01,02,03,04,05	359	N/A	N/A	283	78.83	Y	SW-SW					2006-2007	2015-2016	N
360	Gaston County	360494	South Point High	N	09,10,11,12	1085	N/A	N/A	350	32.26	N	Not Title I						2015-2016	N
900	Union County	900365	South Providence	N	06,07,08,09,10,11,12	189	N/A	N/A	145	76.72	N	SW						2015-2016	N
780	Robeson County	780402	South Robeson High	N	09,10,11,12	490	225	1.6	360	73.47	N	SW						2015-2016	Y
800	Rowan County	800400	South Rowan High	N	09,10,11,12	930	N/A	N/A	498	53.55	N	SW						2015-2016	N
830	Scotland County	830356	South Scotland Elementary	N	PK,0K,01,02,03,04,05	393	N/A	N/A	182	46.31	Y	SW-SW					2006-2007	2015-2016	Y
510	Johnston County	510404	South Smithfield Elementary	N	PK,0K,01,02,03,04,05	527	N/A	N/A	432	81.97	Y	SW-SW					2006-2007	2015-2016	N
840	Stanly County	840356	South Stanly High	N	09,10,11,12	412	N/A	N/A	193	46.84	N	SW						2015-2016	N
840	Stanly County	840358	South Stanly Middle	N	06,07,08	407	N/A	N/A	239	58.72	N	SW						2015-2016	N
850	Stokes County	850352	South Stokes High	N	09,10,11,12	623	N/A	N/A	260	41.73	N	SW						2015-2016	N
995	Yancey County	995336	South Toe Elementary	N	0K,01,02,03,04,05	119	N/A	N/A	78	65.55	Y	SW-SW					2006-2007	2015-2016	N
710	Pender County	710347	South Topsail Elementary	N	PK,0K,01,02,03,04,05	624	N/A	N/A	163	26.12	N	Not Title I						2015-2016	N
260	Cumberland County	260427	South View High	N	09,10,11,12	1802	N/A	N/A	1059	58.77	N	SW						2015-2016	N
260	Cumberland County	260425	South View Middle	N	06,07,08	697	N/A	N/A	485	69.58	N	SW						2015-2016	N
930	Warren County	930344	South Warren Elementary	N	PK,0K,01,02,03,04,05	180	N/A	N/A	177	98.33	Y	SW-SW					2004-2005	2015-2016	Y
540	Lenoir County	540338	Southeast Elementary	N	0K,01,02,03,04,05	303	N/A	N/A	294	97.03	Y	SW-SW					2006-2007	2015-2016	Y
410	Guilford County	410547	Southeast Guilford High	N	09,10,11,12	1373	N/A	N/A	285	20.76	N	Not Title I						2015-2016	N
410	Guilford County	410550	Southeast Guilford Middle	N	06,07,08	999	N/A	N/A	260	26.03	N	Not Title I						2015-2016	N
420	Halifax County	420358	Southeast Halifax High	N	09,10,11,12	342	233	1.6	342	100.00	Y	SW-SW					2004-2005	2015-2016	Y
340	Forsyth County	340516	Southeast Middle	N	06,07,08	1212	318	1.6	509	42.00	N	SW						2015-2016	N
800	Rowan County	800398	Southeast Middle	N	06,07,08	795	N/A	N/A	454	57.11	N	SW						2015-2016	N
920	Wake County	920562	Southeast Raleigh High	N	09,10,11,12	1552	N/A	N/A	912	58.76	N	SW						2015-2016	N
78B	Southeastern Academy	78B000	Southeastern Academy	Y	0K,01,02,03,04,05,06,07,08	210	N/A	N/A	0	0.00	N	Not Title I						2015-2016	N
850	Stokes County	850350	Southeastern Middle	N	06,07,08	417	N/A	N/A	237	56.83	N	SW						2015-2016	N
760	Randolph County	760357	Southeastern Randolph Middle	N	06,07,08	734	N/A	N/A	509	69.35	N	SW						2015-2016	N
410	Guilford County	410553	Southern Elementary	N	PK,0K,01,02,03,04,05	321	N/A	N/A	126	39.25	N	TAS						2015-2016	N
410	Guilford County	410556	Southern Guilford High	N	09,10,11,12	1113	N/A	N/A	430	38.63	N	TAS						2015-2016	N
410	Guilford County	410313	Southern Guilford Middle	N	06,07,08	720	N/A	N/A	351	48.75	Y	SW-SW					2010-2011	2015-2016	Y
010	Alamance-Burlington	010388	Southern High	N	09,10,11,12	1469	N/A	N/A	530	36.08	N	TAS						2015-2016	N
530	Lee County	530343	Southern Lee High School	N	09,10,11,12	1150	N/A	N/A	670	58.26	N	SW						2015-2016	N
010	Alamance-Burlington	010390	Southern Middle	N	06,07,08	806	N/A	N/A	347	43.05	N	SW						2015-2016	N
630	Moore County	630350	Southern Middle	N	06,07,08	667	N/A	N/A	396	59.37	Y	SW-SW					2014-2015	2015-2016	N
730	Person County	730360	Southern Middle	N	06,07,08	561	N/A	N/A	301	53.65	N	SW						2015-2016	N
640	Nash-Rocky Mount	640364	Southern Nash High	N	09,10,11,12	1128	N/A	N/A	671	59.49	N	SW						2015-2016	N
640	Nash-Rocky Mount	640362	Southern Nash Middle	N	06,07,08	824	N/A	N/A	579	70.27	N	SW						2015-2016	N
630	Moore County	630356	Southern Pines Elementary	N	03,04,05	405	N/A	N/A	204	50.37	Y	SW-SW					2002-2003	2015-2016	N
630	Moore County	630352	Southern Pines Primary	N	PK,0K,01,02	468	N/A	N/A	247	52.78	Y	SW-SW					2002-2003	2015-2016	N
320	Durham Public	320368	Southern School of Energy and Sustainabi	N	09,10,11,12	1295	N/A	N/A	845	65.25	N	SW						2015-2016	N
910	Vance County	910364	Southern Vance High	N	09,10,11,12	796	N/A	N/A	439	55.15	N	SW						2015-2016	Y
92P	Southern Wake Academy	92P000	Southern Wake Academy	Y	06,07,08,09,10,11,12	390	N/A	N/A	30	7.69	N	Not Title I						2015-2016	N
960	Wayne County	960380	Southern Wayne High	N	09,10,11,12	1049	N/A	N/A	719	68.54	Y	SW-SW					2015-2016	2015-2016	N
290	Davidson County	290307	Southmont Elementary	N	PK,0K,01,02,03,04,05	369	N/A	N/A	227	61.52	Y	SW-SW					2009-2010	2015-2016	N
760	Randolph County	760359	Southmont Elementary	N	PK,0K,01,02,03,04,05	618	N/A	N/A	398	64.40	Y	SW-SW					2004-2005	2015-2016	N
100	Brunswick County	100336	Southport Elementary	N	0K,01,02,03,04,05	737	N/A	N/A	413	56.04	Y	SW-SW					2006-2007	2015-2016	N
070	Beaufort County	070339	Southside High	N	09,10,11,12	437	175	1.6	280	64.07	N	SW						2015-2016	N
780	Robeson County	780408	Southside/Ashpole Elem	N	PK,0K,01,02,03,04,05	316	220	1.6	316	100.00	Y	SW-SW					2006-2007	2015-2016	Y
410	Guilford County	410559	Southwest  Elementary	N	0K,01,02,03,04,05	725	N/A	N/A	83	11.45	N	Not Title I						2015-2016	N
330	Edgecombe County	330350	SouthWest Edgecombe High	N	09,10,11,12	887	N/A	N/A	344	38.78	N	TAS						2015-2016	Y
320	Durham Public	320372	Southwest Elementary	N	PK,0K,01,02,03,04,05	661	N/A	N/A	371	56.13	Y	SW-SW					2006-2007	2015-2016	N
340	Forsyth County	340528	Southwest Elementary	N	PK,0K,01,02,03,04,05	501	135	1.6	216	43.11	N	SW						2015-2016	N
181	Hickory City	181342	Southwest Elementary	N	PK,0K,01,02,03,04,05	333	192	1.6	307	92.19	Y	SW-SW					2006-2007	2015-2016	Y
670	Onslow County	670343	Southwest Elementary	N	PK,0K,01,02,03,04,05	750	N/A	N/A	390	52.00	Y	SW-SW					2006-2007	2015-2016	N
291	Lexington City	291352	Southwest Elementary School	N	01,02,03,04,05	346	N/A	N/A	321	92.77	Y	SW-SW					2006-2007	2015-2016	N
410	Guilford County	410562	Southwest Guilford High	N	09,10,11,12	1478	N/A	N/A	381	25.78	N	Not Title I						2015-2016	N
410	Guilford County	410565	Southwest Guilford Middle	N	06,07,08	1134	N/A	N/A	338	29.81	N	Not Title I						2015-2016	N
670	Onslow County	670344	Southwest High	N	09,10,11,12	634	N/A	N/A	260	41.01	N	SW						2015-2016	N
360	Gaston County	360498	Southwest Middle	N	06,07,08	855	501	1.6	802	93.80	Y	SW-SW					2010-2011	2015-2016	Y
670	Onslow County	670345	Southwest Middle	N	06,07,08	524	N/A	N/A	279	53.24	N	SW						2015-2016	N
600	Mecklenburg County	600538	Southwest Middle School	N	06,07,08	1424	N/A	N/A	418	29.35	N	Not Title I						2015-2016	N
760	Randolph County	760358	Southwestern Randolph High	N	09,10,11,12	1108	N/A	N/A	566	51.08	N	SW						2015-2016	N
760	Randolph County	760360	Southwestern Randolph Middle	N	06,07,08	612	N/A	N/A	379	61.93	N	SW						2015-2016	N
290	Davidson County	290366	Southwood Elementary	N	PK,0K,01,02,03,04,05	605	N/A	N/A	413	68.26	Y	SW-SW					2006-2007	2015-2016	N
540	Lenoir County	540340	Southwood Elementary	N	0K,01,02,03,04,05	354	N/A	N/A	193	54.52	Y	SW-SW					2006-2007	2015-2016	Y
030	Alleghany County	030320	Sparta Elementary	N	PK,0K,01,02,03,04,05,06,07,08	635	314	1.6	502	79.06	Y	SW-SW					2004-2005	2015-2016	Y
340	Forsyth County	340530	Speas Elementary	N	PK,0K,01,02,03,04,05	488	295	1.6	472	96.72	Y	SW-SW					2006-2007	2015-2016	Y
980	Wilson County	980380	Speight Middle	N	06,07,08	389	N/A	N/A	261	67.10	N	SW						2015-2016	N
810	Rutherford County	810396	Spindale Elementary School	N	PK,0K,01,02,03,04,05	392	N/A	N/A	280	71.43	Y	SW-SW					2006-2007	2015-2016	Y
960	Wayne County	960382	Spring Creek Elementary	N	PK,0K,01,02,03,04	837	468	1.6	749	89.49	Y	SW-SW					2004-2005	2015-2016	Y
960	Wayne County	960386	Spring Creek High	N	09,10,11,12	1020	N/A	N/A	634	62.16	Y	SW-SW					2015-2016	2015-2016	N
960	Wayne County	960387	Spring Creek Middle	N	05,06,07,08	570	N/A	N/A	350	61.40	Y	SW-SW					2015-2016	2015-2016	N
830	Scotland County	830349	Spring Hill Middle	N	06,07,08	641	N/A	N/A	314	48.99	Y	SW-SW					2011-2012	2015-2016	Y
640	Nash-Rocky Mount	640376	Spring Hope Elementary	N	PK,0K,01,02,03,04,05	523	396	1.6	523	100.00	Y	SW-SW					2002-2003	2015-2016	Y
260	Cumberland County	260428	Spring Lake Middle	N	06,07,08	482	316	1.6	482	100.00	Y	SW-SW					2015-2016	2015-2016	Y
320	Durham Public	320376	Spring Valley Elementary	N	PK,0K,01,02,03,04,05	576	N/A	N/A	356	61.81	Y	SW-SW					2009-2010	2015-2016	N
980	Wilson County	980384	Springfield Middle	N	06,07,08	465	N/A	N/A	275	59.14	N	SW						2015-2016	N
360	Gaston County	360499	Springfield Primary	N	PK,0K,01,02	453	228	1.6	365	80.57	Y	SW-SW					2014-2015	2015-2016	Y
230	Cleveland County	230364	Springmore Elementary	N	PK,0K,01,02,03,04,05	634	N/A	N/A	343	54.10	Y	SW-SW					2006-2007	2015-2016	N
550	Lincoln County	550362	St James Elementary	N	PK,0K,01,02,03,04,05	547	93	1.6	149	27.24	N	Not Title I						2015-2016	N
900	Union County	900358	Stallings Elementary	N	0K,01,02,03,04,05	571	N/A	N/A	182	31.87	N	Not Title I						2015-2016	N
840	Stanly County	840360	Stanfield Elementary	N	PK,0K,01,02,03,04,05	284	N/A	N/A	151	53.17	Y	SW-SW					2012-2013	2015-2016	N
360	Gaston County	360500	Stanley Middle	N	06,07,08	485	N/A	N/A	271	55.88	N	SW						2015-2016	N
840	Stanly County	840370	Stanly Academy Learning Center	N	09,10,11,12	34	N/A	N/A	26	76.47	N	SW						2015-2016	N
840	Stanly County	840361	Stanly Early College High	N	09,10,11,12,13	193	N/A	N/A	101	52.33	N	SW						2015-2016	N
980	Wilson County	980388	Stantonsburg Elementary	N	0K,01,02,03,04,05	232	113	1.6	181	78.02	Y	SW-SW					2006-2007	2015-2016	Y
430	Harnett County	430345	STAR Academy	N	06,07,08,09,10,11,12	101	N/A	N/A	95	94.06	N	SW						2015-2016	N
620	Montgomery County	620334	Star Elementary	N	PK,0K,01,02,03,04,05	237	N/A	N/A	176	74.26	Y	SW-SW					2006-2007	2015-2016	N
600	Mecklenburg County	600545	Starmount Acad of Excellence	N	PK,0K,01,02,03,04,05	455	N/A	N/A	238	52.31	Y	SW-SW					2015-2016	2015-2016	Y
990	Yadkin County	990326	Starmount High	N	08,09,10,11,12	602	N/A	N/A	275	45.68	N	SW						2015-2016	N
